drug_name,id,type,arg1,arg2
SAPHRIS,RL91,Hypothetical,M425,M427
SAPHRIS,RL92,Hypothetical,M426,M427
SAPHRIS,RL93,Hypothetical,M429,M428
SAPHRIS,RL94,Hypothetical,M430,M431
SAPHRIS,RL95,Hypothetical,M432,M433
SAPHRIS,RL96,Hypothetical,M435,M437
SAPHRIS,RL97,Hypothetical,M436,M437
SAPHRIS,RL98,Effect,M438,M439
SAPHRIS,RL99,Effect,M440,M441
SAPHRIS,RL100,Effect,M442,M443
SAPHRIS,RL101,Effect,M444,M445
SAPHRIS,RL102,Effect,M447,M448
SAPHRIS,RL103,Effect,M450,M449
SAPHRIS,RL104,Effect,M452,M451
SAPHRIS,RL105,Effect,M455,M454
SAPHRIS,RL106,Effect,M457,M458
SAPHRIS,RL107,Effect,M460,M459
SAPHRIS,RL108,Effect,M462,M463
SAPHRIS,RL109,Effect,M465,M464
SAPHRIS,RL110,Effect,M467,M466
SAPHRIS,RL111,Hypothetical,M479,M478
SAPHRIS,RL112,Hypothetical,M480,M478
SAPHRIS,RL113,Hypothetical,M487,M489
SAPHRIS,RL114,Hypothetical,M488,M489
SAPHRIS,RL115,Effect,M490,M492
SAPHRIS,RL116,Effect,M490,M493
SAPHRIS,RL117,Effect,M490,M491
SAPHRIS,RL118,Effect,M495,M496
SAPHRIS,RL119,Negated,M495,M494
SAPHRIS,RL120,Negated,M498,M497
SAPHRIS,RL121,Effect,M499,M500
SAPHRIS,RL122,Negated,M502,M501
SAPHRIS,RL123,Negated,M503,M501
SAPHRIS,RL124,Hypothetical,M505,M504
SAPHRIS,RL125,Hypothetical,M508,M507
SAPHRIS,RL126,Hypothetical,M509,M507
SAPHRIS,RL127,Hypothetical,M511,M510
SAPHRIS,RL128,Hypothetical,M513,M517
SAPHRIS,RL129,Hypothetical,M514,M517
SAPHRIS,RL130,Hypothetical,M515,M517
SAPHRIS,RL131,Hypothetical,M516,M517
SAPHRIS,RL132,Hypothetical,M521,M520
SAPHRIS,RL133,Negated,M525,M524
SAPHRIS,RL134,Negated,M529,M528
SAPHRIS,RL135,Hypothetical,M540,M541
SAPHRIS,RL136,Hypothetical,M546,M548
SAPHRIS,RL137,Hypothetical,M547,M548
PROMACTA,RL1,Effect,M67,M68
PROMACTA,RL2,Effect,M72,M73
PROMACTA,RL3,Effect,M75,M76
PROMACTA,RL4,Hypothetical,M137,M136
PROMACTA,RL5,Hypothetical,M139,M138
PROMACTA,RL6,Hypothetical,M141,M140
PROMACTA,RL7,Hypothetical,M143,M142
PROMACTA,RL8,Hypothetical,M145,M144
PROMACTA,RL9,Hypothetical,M151,M150
PROMACTA,RL10,Hypothetical,M155,M154
PROMACTA,RL11,Hypothetical,M157,M156
PROMACTA,RL12,Hypothetical,M159,M158
PROMACTA,RL13,Hypothetical,M160,M161
PROMACTA,RL14,Hypothetical,M164,M166
PROMACTA,RL15,Hypothetical,M165,M166
PROMACTA,RL16,Hypothetical,M175,M174
PROMACTA,RL17,Negated,M177,M178
PROMACTA,RL18,Hypothetical,M189,M188
PROMACTA,RL19,Hypothetical,M193,M194
BESIVANCE,RL1,Hypothetical,M10,M9
BESIVANCE,RL2,Hypothetical,M11,M9
INLYTA,RL1,Hypothetical,M2,M1
INLYTA,RL2,Hypothetical,M3,M1
INLYTA,RL3,Hypothetical,M4,M1
INLYTA,RL4,Hypothetical,M5,M1
INLYTA,RL5,Hypothetical,M112,M111
INLYTA,RL6,Hypothetical,M117,M116
INLYTA,RL7,Hypothetical,M126,M125
INLYTA,RL8,Effect,M130,M129
INLYTA,RL9,Effect,M130,M128
INLYTA,RL10,Effect,M142,M141
INLYTA,RL11,Effect,M142,M140
INLYTA,RL12,Effect,M157,M156
INLYTA,RL13,Effect,M157,M155
INLYTA,RL14,Effect,M170,M169
INLYTA,RL15,Effect,M170,M168
INLYTA,RL16,Effect,M182,M181
INLYTA,RL17,Effect,M182,M180
INLYTA,RL18,Effect,M192,M193
INLYTA,RL19,Hypothetical,M199,M198
INLYTA,RL20,Hypothetical,M200,M198
INLYTA,RL21,Hypothetical,M201,M198
INLYTA,RL22,Hypothetical,M202,M198
INLYTA,RL23,Hypothetical,M203,M198
INLYTA,RL24,Hypothetical,M204,M198
INLYTA,RL25,Hypothetical,M205,M198
INLYTA,RL26,Effect,M209,M208
INLYTA,RL27,Effect,M209,M207
INLYTA,RL28,Effect,M209,M206
INLYTA,RL29,Hypothetical,M209,M210
INLYTA,RL30,Effect,M213,M212
INLYTA,RL31,Effect,M215,M218
INLYTA,RL32,Effect,M215,M219
INLYTA,RL33,Effect,M216,M218
INLYTA,RL34,Effect,M216,M219
INLYTA,RL35,Hypothetical,M221,M220
INLYTA,RL36,Hypothetical,M223,M222
INLYTA,RL37,Hypothetical,M224,M222
INLYTA,RL38,Hypothetical,M225,M222
NORTHERA,RL1,Hypothetical,M5,M4
NORTHERA,RL2,Hypothetical,M6,M4
NORTHERA,RL3,Hypothetical,M7,M4
NORTHERA,RL4,Hypothetical,M33,M32
NORTHERA,RL5,Hypothetical,M35,M34
NORTHERA,RL6,Hypothetical,M40,M39
NORTHERA,RL7,Hypothetical,M41,M39
NORTHERA,RL8,Hypothetical,M42,M39
NORTHERA,RL9,Hypothetical,M45,M44
NORTHERA,RL10,Effect,M48,M49
NORTHERA,RL11,Hypothetical,M57,M56
NORTHERA,RL12,Hypothetical,M58,M56
NORTHERA,RL13,Hypothetical,M59,M56
NORTHERA,RL14,Hypothetical,M61,M60
NORTHERA,RL15,Hypothetical,M62,M60
