drug,adverse_event,comp_term,is_overlapping
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,"under widely varying conditions, adverse reaction rates observed",1
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,are co,0
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,drug cannot be directly compared,0
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,"are nducted under widely varying conditions, adverse ",1
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,drug cannot be directly compared,0
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,clinical trials are nducted under,1
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,"widely varying conditions, adverse reaction",1
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,"varying conditions, adverse reaction rates observed in",1
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,Because clinical trials are nducted under widely,1
INTELENCE,Drug Rash with Eosinophilia and Systemic Symptoms,are co,0
INTELENCE,DRESS,adverse actio n rates observed in,1
INTELENCE,DRESS,are co,0
INTELENCE,rash,nnot be directly compared to rates,1
INTELENCE,rash,nnot be directly compared to,1
INTELENCE,rash,under widely varying,0
INTELENCE,rash,nnot,1
INTELENCE,rash,a drug nnot,1
INTELENCE,rash,nnot,1
INTELENCE,rash,and,0
INTELENCE,rash,ca,0
INTELENCE,hepatic failure,of another and may not ref lect the rates,1
INTELENCE,hepatic failure,ca,0
INTELENCE,hepatic failure,another and,1
INTELENCE,hepatic failure,a drug cannot be directly compared to rates in the clinical trials of,0
INTELENCE,hepatic failure,safety assessment is based on all data,0
INTELENCE,hepatic failure,may not ref lect the rates observed in,1
INTELENCE,hepatic failure,trials of another and may not ref lect the rates observed in,1
INTELENCE,hepatic failure,may not ref lect the rates observed in,1
INTELENCE,hepatic failure,trials of another and may not,1
INTELENCE,rash,mg twice daily In these,0
INTELENCE,rash,trials the median exposure,0
INTELENCE,rash,whom received INTELENCE r mg twice daily In these pooled trials the,0
INTELENCE,rash,twice daily,0
INTELENCE,rash,HIVinfected,0
INTELENCE,rash, of  whom received INTELENCE r mg,1
INTELENCE,rash,HIVinfected,0
INTELENCE,Rash,g tw ice daily,1
INTELENCE,Rash,INTELENCE r arm and,0
INTELENCE,Rash,treatmentexperienced HIVinfected adult subjects of,0
INTELENCE,Rash,g tw ice daily In these,1
INTELENCE,Rash,g tw ice daily In these,1
INTELENCE,Rash,g tw ice daily In these,1
INTELENCE,rash,mg twice daily In these pooled trials the median exposure for,0
INTELENCE,rash,TELE NCE r,1
INTELENCE,rash,daily In these pooled trials the median exposure for,0
INTELENCE,rash,TELE NCE r,1
INTELENCE,rash,the TELE NCE r arm,1
INTELENCE,rash,TELE NCE r,1
INTELENCE,rash,TELE NCE r,1
INTELENCE,rash,r mg twice daily In these pooled trials the,0
INTELENCE,accumulation of body fat,to weeks,0
INTELENCE,accumulation of body fat,to moderate red primarily in the sec ond,1
INTELENCE,accumulation of body fat,to weeks,0
INTELENCE,accumulation of body fat,moderate red primarily in the,1
INTELENCE,accumulation of body fat,to moderate red primarily in the sec,1
INTELENCE,accumulation of body fat,moderate red primarily in the,1
INTELENCE,accumulation of body fat,in clinical trials rash was mild to moderate occur,0
INTELENCE,accumulation of body fat,moderate,0
INTELENCE,central obesity,"therapy, and",1
INTELENCE,central obesity,"therapy, and wa s",1
INTELENCE,central obesity,second week of,0
INTELENCE,central obesity,"second week therapy, and wa",1
INTELENCE,central obesity,second week of,0
INTELENCE,central obesity,"the second week therapy, and wa s infrequent after",1
INTELENCE,central obesity,second week of,0
INTELENCE,central obesity,"therapy, and wa s infrequent after",1
INTELENCE,central obesity,second week of,0
INTELENCE,dorsocervical fat enlargement,incidence of rash was,0
INTELENCE,dorsocervical fat enlargement,therapy The,0
INTELENCE,dorsocervical fat enlargement,incidence of,0
INTELENCE,dorsocervical fat enlargement,The incidence of rash was higher,0
INTELENCE,dorsocervical fat enlargement,and infrequent,1
INTELENCE,dorsocervical fat enlargement,4. Rash generally,1
INTELENCE,dorsocervical fat enlargement,incidence of rash was,0
INTELENCE,dorsocervical fat enlargement,Week 4. Rash generally resolved within to,1
INTELENCE,dorsocervical fat enlargement,mild to moderate occurred,0
INTELENCE,buffalo hump,enerally,1
INTELENCE,buffalo hump,enerally res olved within to,1
INTELENCE,buffalo hump,Week Rash enerally res olved within to weeks,1
INTELENCE,buffalo hump,enerally res olved within to,1
INTELENCE,buffalo hump,Week Rash enerally res,1
INTELENCE,buffalo hump,higher,0
INTELENCE,buffalo hump,Week Rash enerally res olved within to,1
INTELENCE,buffalo hump,higher,0
INTELENCE,facial wasting,within to ks on continue,1
INTELENCE,facial wasting,generally resolved within to,0
INTELENCE,facial wasting,ks on continue,1
INTELENCE,breast enlargement,within to weeks on therapy. The,1
INTELENCE,breast enlargement,on therapy. The incid ence of rash was higher,1
INTELENCE,breast enlargement,within to weeks on therapy. The,1
INTELENCE,breast enlargement,within to weeks on therapy. The,1
INTELENCE,cushingoid appearance,continued therapy The incidence  rash was higher in w omen compared to men in,1
INTELENCE,cushingoid appearance,within to weeks on therapy. The,1
INTELENCE,cushingoid appearance,The incidence  rash was higher in w omen compared to men in,1
INTELENCE,cushingoid appearance,within to weeks on therapy. The,1
INTELENCE,cushingoid appearance, rash was higher in w omen compared to men in,1
INTELENCE,cushingoid appearance,within to weeks on therapy. The,1
INTELENCE,cushingoid appearance,therapy The incidence rash was higher in w,1
INTELENCE,cushingoid appearance,rash was higher in,1
INTELENCE,Immune reconstitution syndrome,Patients with a history of NNRTIrelated rash did,0
INTELENCE,inflammatory response,"dverse Reactions  


",1
INTELENCE,inflammatory response,Patients with a history of NNRTIrelated rash did,0
INTELENCE,inflammatory response,rash Common dverse,1
INTELENCE,inflammatory response,of NNRTIrelated rash Common dverse Reactions,1
INTELENCE,opportunistic infections,te intensity or greater greater,1
INTELENCE,opportunistic infections,Reactions Clinical ADRs of te intensity or greater,1
INTELENCE,opportunistic infections,of te intensity or greater  greater than or equal to,1
INTELENCE,opportunistic infections,Reactions Clinical ADRs of te intensity or greater,1
INTELENCE,opportunistic infections,history of,0
INTELENCE,opportunistic infections,Grade and reported in at,0
INTELENCE,opportunistic infections,of te intensity or,1
INTELENCE,opportunistic infections,intensity or greater greater than or equal to,1
INTELENCE,opportunistic infections,hout a history,0
INTELENCE,Mycobacterium avium infection,r and occurring at a higher rate,0
INTELENCE,Mycobacterium avium infection,or greater greater han or equal to Grade 2) and r eported in at least of,1
INTELENCE,Mycobacterium avium infection,r and occurring at a higher rate,0
INTELENCE,cytomegalovirus,equal to Grade and orted in at lea st of,1
INTELENCE,cytomegalovirus,r and occurring at a higher rate,0
INTELENCE,cytomegalovirus,to Grade and orted in at lea st of,1
INTELENCE,cytomegalovirus,r and occurring at a higher rate,0
INTELENCE,cytomegalovirus,to Grade and orted in at lea st of subjects treated with,1
INTELENCE,cytomegalovirus,r and occurring at a higher rate,0
INTELENCE,cytomegalovirus,at lea st of,1
INTELENCE,cytomegalovirus,equal to Grade and orted in at lea st of subjects,1
INTELENCE,cytomegalovirus,at lea st of,1
INTELENCE,cytomegalovirus,equal,0
INTELENCE,PCP,ENC,1
INTELENCE,Autoimmune disorders,abnormalities considered ADRs are,0
INTELENCE,Autoimmune disorders,excess of are esented in Table 1.  Laboratory abnormalities considered ADRs are,1
INTELENCE,Autoimmune disorders,abnormalities considered ADRs are,0
INTELENCE,Autoimmune disorders,are esented in Table 1.  Laboratory,1
INTELENCE,Autoimmune disorders,abnormalities considered ADRs are,0
INTELENCE,Autoimmune disorders,included in Table,0
INTELENCE,Autoimmune disorders,to placebo excess of are,0
INTELENCE,Autoimmune disorders,Table 1. Laboratory abnormalities,1
INTELENCE,Autoimmune disorders,of are esented in Table 1. ,1
INTELENCE,Autoimmune disorders,Table 1. Laboratory abnormalities,1
INTELENCE,Graves' disease,TreatmentEmergent Adverse,0
INTELENCE,Graves' disease, abnormalities  considered ADRs,1
INTELENCE,Graves' disease,Table Table TreatmentEmergent Adverse ReactionsIncludes,0
INTELENCE,Graves' disease, abnormalities  considered ADRs,1
INTELENCE,polymyositis,Table Laboratory abnormalities nsidered ADR s are included in,1
INTELENCE,polymyositis, abnormalities  considered ADRs,1
INTELENCE,polymyositis,nsidered ADR s,1
INTELENCE,polymyositis,are presented in Table Laboratory abnormalities co,0
INTELENCE,polymyositis,nsidered ADR,1
INTELENCE,Guillain-Barre syndrome,to placebo excess of are presented in Table Laboratory abnormalities considered ADRs are,0
INTELENCE,Guillain-Barre syndrome,Table TreatmentEmergent Adverse ReactionsIncludes adverse reactions at least possibly,0
INTELENCE,Guillain-Barre syndrome,Table 2.,1
INTELENCE,Guillain-Barre syndrome,abnormalities considered ADRs included,1
INTELENCE,Guillain-Barre syndrome,adverse reactions at least,0
INTELENCE,Guillain-Barre syndrome,are,0
PICATO,Ophthalmic Adverse Reaction,discussed in more detail in other,0
PICATO,Ophthalmic Adverse Reaction,other sections of the Ophthalmic Adverse Reaction see Warnings and Precautions,1
PICATO,Ophthalmic Adverse Reaction,discussed in more detail in other,0
PICATO,Ophthalmic Adverse Reaction,other sections of the Ophthalmic Adverse Reaction,1
PICATO,Ophthalmic Adverse Reaction,discussed in more detail in other,0
PICATO,Ophthalmic Adverse Reaction,Ophthalmic Adverse Reaction see Warnings,1
PICATO,Ophthalmic Adverse Reaction,Adverse Reaction see,1
PICATO,Ophthalmic Adverse Reaction,the Ophthalmic Adverse Reaction,1
PICATO,Ophthalmic Adverse Reaction,Adverse Reaction see,1
PICATO,Ophthalmic Adverse Reaction,sections of the Ophthalmic Adverse Reaction see Warnings,1
PICATO,Ophthalmic Adverse Reaction,Adverse Reaction see,1
PICATO,Ophthalmic Adverse Reaction,sections of the Ophthalmic Adverse Reaction,1
PICATO,Ophthalmic Adverse Reaction,Adverse Reaction see,1
PICATO,Ophthalmic Adverse Reaction,the Ophthalmic Adverse,1
PICATO,Ophthalmic Adverse Reaction,detail in,0
PICATO,Hypersensitivity Reactions,EXCERPT The most common adverse reactions,0
PICATO,Hypersensitivity Reactions,and Precautions EXCERPT The most common adverse reactions,0
PICATO,Hypersensitivity Reactions,Hypersensitivity Reactions see Warnings and,1
PICATO,Hypersensitivity Reactions,and Hypersensitivity Reactions,1
PICATO,Hypersensitivity Reactions,Hypersensitivity Reactions see Warnings and,1
PICATO,Hypersensitivity Reactions,EXCERPT The most common adverse,0
PICATO,Hypersensitivity Reactions,and Precautions,0
PICATO,local skin reactions,adverse reactions local skin,1
PICATO,local skin reactions,gs and Precautions EXCERPT The most,0
PICATO,local skin reactions,skin reactions application site pain application,1
PICATO,local skin reactions,local skin reactions application site pain application site,1
PICATO,local skin reactions,skin reactions application site pain application,1
PICATO,application site pain,EXCERPT The most common,0
PICATO,application site pain,skin application site,1
PICATO,application site pain,skin application site pain,1
PICATO,application site pruritus,application site irritation application site infection periorbital edema nasopharyngitis,0
PICATO,application site pruritus,reactions,0
PICATO,application site pruritus,skin reactions application site application site pruritus,1
PICATO,application site pruritus,application site pruritus application site irritation application,1
PICATO,application site pruritus,infection periorbital,0
PICATO,application site pruritus,skin reactions application site application site pruritus application site irritation application site,1
PICATO,application site pruritus,infection periorbital,0
PICATO,application site irritation,infection periorbital edema nasopharyngitis and,0
PICATO,application site irritation,application site irritation application site infection periorbital,1
PICATO,application site irritation,infection periorbital edema nasopharyngitis and,0
PICATO,application site irritation,site irritation application,1
PICATO,application site irritation,site irritation application site infection periorbital,1
PICATO,application site irritation,pain application site pruritus,0
PICATO,application site infection,To report SUSPECTED ADVERSE R,0
PICATO,periorbital edema,periorbital edema,1
PICATO,nasopharyngitis,lication site pruritus application site irritation,0
PICATO,nasopharyngitis,LEO Pharma Inc,0
PICATO,nasopharyngitis,nasopharyngitis,1
PICATO,nasopharyngitis,nasopharyngitis,1
PICATO,nasopharyngitis,application site irritation application site,0
PICATO,nasopharyngitis,and headache To report SUSPECTED ADVERSE REACTIONS contact LEO Pharma Inc at,0
PICATO,nasopharyngitis,nasopharyngitis and headache To,1
PICATO,nasopharyngitis,SUSPECTED ADVERSE REACTIONS contact LEO Pharma Inc,0
PICATO,headache,headache To,1
PICATO,headache,REACTIONS contact LEO Pharma Inc,0
PICATO,headache,nasopharyngitis,0
PICATO,headache,periorbital edema nasopharyngitis headache To,1
PICATO,headache,nasopharyngitis,0
PICATO,Local skin reactions,consecutive Local skin reactions including,1
PICATO,Local skin reactions,nasopharyngitis,0
PICATO,Local skin reactions,Local skin reactions including erythema,1
PICATO,Local Skin Reactions,Assessment of,0
PICATO,Local Skin Reactions,Local Skin Reactions in the Treatment Area during,1
PICATO,Local Skin Reactions,of Local,1
PICATO,Local Skin Reactions,Skin Reactions in,1
PICATO,Local Skin Reactions,Area during,0
PICATO,Local Skin Reactions,Investigator Assessment of Local,1
PICATO,Local Skin Reactions,Table Investigator Assessment of Local Skin,1
PICATO,Local Skin Reactions,Investigator Assessment of Local Skin,1
PICATO,Local Skin Reactions,Assessment of,0
PICATO,Local skin reactions,Severe Local skin reactions,1
PICATO,Local skin reactions,Severe grade,0
PICATO,Local skin reactions,within day of treatment initiation peaked in,0
PICATO,Local skin reactions,Local skin reactions typically occurred within,1
PICATO,Local skin reactions,Severe Local skin reactions typically occurred within day,1
PICATO,Local skin reactions,Local skin reactions typically occurred within,1
PICATO,Local skin reactions,peaked in intensity,0
PICATO,Application Site Pain,gel N Vehicle Application Site,1
PICATO,Application Site Pain,Vehicle Application,1
PICATO,Application Site Pain,Application Site Pain Application Site Pruritus,1
PICATO,Application Site Pain,N,0
PICATO,Application Site Pain,Application Site Pain Application Site Pruritus,1
PICATO,Application Site Pain,N,0
PICATO,Application Site Pain,Vehicle Application Site Pain Application,1
PICATO,Application Site Pain,N,0
PICATO,Application Site Pruritus,Application Site Pruritus,1
PICATO,Application Site Pruritus,N,0
PICATO,Application Site Pruritus,Site Application Site Pruritus Application Site Infection,1
PICATO,Application Site Pruritus,N,0
PICATO,Application Site Pruritus,Application Site Application Site,1
PICATO,Application Site Pruritus,Application,1
PICATO,Application Site Pruritus,Application,0
PICATO,Application Site Pruritus,Application Site Infection,0
PICATO,Application Site Infection,Application Site Application,1
PICATO,Application Site Infection,Application Site Application Site Infection Periorbital,1
PICATO,Application Site Infection,Application Site Application,1
PICATO,Application Site Infection,Application Site Infection Periorbital,1
PICATO,Application Site Infection,Application Site Application,1
PICATO,Headache,Headache,1
PICATO,Headache,Headache Table,1
PICATO,Headache,Headache,1
PICATO,Headache,Edema,0
PICATO,Headache,Periorbital Headache Table Adver,1
PICATO,Headache,Edema,0
PICATO,Headache,Headache Table,1
PICATO,Headache,Headache Table Adver,1
PICATO,Headache,Headache Table,1
PICATO,Headache,Periorbital Headache,1
PICATO,Headache,Headache Table,1
PICATO,Headache,Headache Table Adver,1
PICATO,Headache,Headache Table,1
PICATO,Application Site Pruritus,N,0
PICATO,Application Site Pruritus,Picator gel N Vehicle Application,1
PICATO,Application Site Pruritus,Application Site,1
PICATO,Application Site Pruritus,Vehicle N,0
PICATO,Application Site Pruritus,Picator gel N Vehicle N,0
PICATO,Application Site Pruritus,N Vehicle Application Site,1
PICATO,Application Site Pruritus,Vehicle N,0
PICATO,Nasopharyngitis,Application Site Pain,0
PICATO,Nasopharyngitis,Nasopharyngitis Application,1
PICATO,Nasopharyngitis,Application Site Pain,0
PICATO,Nasopharyngitis,Application Site,0
PICATO,Nasopharyngitis,Application Site Pain,0
PICATO,Nasopharyngitis,Nasopharyngitis,1
PICATO,Nasopharyngitis,Nasopharyngitis Application Site Pain,1
PICATO,Nasopharyngitis,Application,0
PICATO,Nasopharyngitis,Nasopharyngitis Application Site,1
