drug_name,section_name,subsection_name,gpt4_output
GRANIX,warnings and precautions,5.5 Capillary Leak Syndrome,"Capillary leak syndrome, hypotension, hypoalbuminemia, edema, hemoconcentration, life-threatening"
GRANIX,warnings and precautions,5.6 Potential for Tumor Growth Stimulatory Effects on Malignant Cells,"myeloid malignancies, myelodysplasia"
TUDORZA,adverse reactions,6 ADVERSE REACTIONS,"paradoxical bronchospasm, worsening of narrow-angle glaucoma, worsening of urinary retention, immediate hypersensitivity reactions, headache, nasopharyngitis, cough"
TUDORZA,adverse reactions,6.1 Clinical Trials Experience,"adverse reaction rates, unstable cardiac disease, narrow-angle glaucoma, symptomatic prostatic hypertrophy, bladder outlet obstruction"
TUDORZA,adverse reactions,Table 1shows all adverse reactions that occurred with a frequency of greater than or equal to 1% in the TUDORZA PRESSAIR group in the two 3-month and one 6-month placebo-controlled trials where the rates in the TUDORZA PRESSAIR group exceeded placebo.,"As you've provided ""nan"" which typically stands for ""not a number"" and suggests that the actual content may be missing or not applicable, there are no adverse drug event terms to list. If you have an actual excerpt from a drug label to analyze for adverse drug event terms, please provide it and I can assist you."
TUDORZA,adverse reactions,"Table 1: Adverse Reactions (% Patients) in Placebo-Controlled Clinical Trials Treatment Adverse Reactions TUDORZA PRESSAIR Placebo Preferred Term (N=636) (N=640) n (%) n (%) Headache 42 (6.6) 32 (5.0) Nasopharyngitis 35 (5.5) 25 (3.9) Cough 19 (3.0) 14 (2.2) Diarrhea 17 (2.7) 9 (1.4) Sinusitis 11 (1.7) 5 (0.8) Rhinitis 10 (1.6) 8 (1.2) Toothache 7 (1.1) 5 (0.8) Fall 7 (1.1) 3 (0.5) Vomiting 7 (1.1) 3 (0.5) In addition, among the adverse reactions observed in the clinical trials with an incidence of less than 1% were diabetes mellitus, dry mouth, 1st degree AV block, osteoarthritis, cardiac failure, and cardio-respiratory arrest.",adverse events
TUDORZA,adverse reactions,6.2 Postmarketing Experience,"immediate hypersensitivity reactions, anaphylaxis, angioedema, swelling of the lips, tongue swelling, throat swelling, urticaria, rash, bronchospasm, itching"
TUDORZA,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"paradoxical bronchospasm, worsening of narrow-angle glaucoma, worsening of urinary retention, immediate hypersensitivity reactions, angioedema, bronchospasm, anaphylaxis"
TUDORZA,warnings and precautions,5.2 Paradoxical Bronchospasm,paradoxical bronchospasm
TUDORZA,warnings and precautions,5.3 Worsening of Narrow-Angle Glaucoma,"eye pain or discomfort, blurred vision, visual halos, colored images, red eyes, conjunctival congestion, corneal edema"
TUDORZA,warnings and precautions,5.4 Worsening of Urinary Retention,"urinary retention, prostatic hyperplasia, bladder-neck obstruction, difficulty passing urine, painful urination"
TUDORZA,warnings and precautions,5.5 Immediate Hypersensitivity Reactions,"Immediate hypersensitivity reactions, anaphylaxis, angioedema, swelling of the lips, swelling of the tongue, swelling of the throat, urticaria, rash, bronchospasm, itching"
JEVTANA,adverse reactions,6 ADVERSE REACTIONS,"Bone Marrow Suppression, Hypersensitivity Reactions, Gastrointestinal Adverse Reactions, Renal Failure, Embryo-Fetal Toxicity, neutropenia, anemia, leukopenia, thrombocytopenia, diarrhea, fatigue, nausea, vomiting, constipation, asthenia, abdominal pain, hematuria, back pain, anorexia, peripheral neuropathy, pyrexia, dyspnea, dysgeusia, cough, arthralgia, alopecia"
JEVTANA,adverse reactions,6.1 Clinical Trial Experience,"deaths, infections, renal failure, ventricular fibrillation, cerebral hemorrhage, dyspnea, anemia, leukopenia, neutropenia, thrombocytopenia, diarrhea, fatigue, nausea, vomiting, constipation, asthenia, abdominal pain, hematuria, back pain, anorexia, peripheral neuropathy, pyrexia, dysguesia, cough, arthralgia, alopecia, febrile neutropenia, treatment discontinuation"
JEVTANA,adverse reactions,"Table 2 - Incidence of Reported Adverse ReactionsGraded using NCI CTCAE version 3 and Hematologic Abnormalities in >= 5% of Patients Receiving JEVTANA in Combination with Prednisone or Mitoxantrone in Combination with Prednisone JEVTANA 25 mg/m 2 every 3 weeks with prednisone 10 mg dailyn=371 Mitoxantrone 12 mg/m 2 every 3 weeks with prednisone 10 mg dailyn=371 Grade 1-4n (%) Grade 3-4n (%) Grade 1-4n (%) Grade 3-4n (%) Any Adverse Reaction Blood and Lymphatic System Disorders Neutropenia 347 (94%) 303 (82%) 325 (87%) 215 (58%) Febrile Neutropenia 27 (7%) 27 (7%) 5 (1%) 5 (1%) Anemia 361 (98%) 39 (11%) 302 (82%) 18 (5%) Leukopenia 355 (96%) 253 (69%) 343 (93%) 157 (42%) Thrombocytopenia 176 (48%) 15 (4%) 160 (43%) 6 (2%) Cardiac Disorders Arrhythmia 18 (5%) 4 (1%) 6 (2%) 1 (< 1%) Gastrointestinal Disorders Diarrhea 173 (47%) 23 (6%) 39 (11%) 1 (< 1%) Nausea 127 (34%) 7 (2%) 85 (23%) 1 (< 1%) Vomiting 83 (22%) 6 (2%) 38 (10%) 0 Constipation 76 (20%) 4 (1%) 57 (15%) 2 (< 1%) Abdominal Pain 64 (17%) 7 (2%) 23 (6%) 0 Dyspepsia 36 (10%) 0 9 (2%) 0 General Disorders and Administration Site Conditions Fatigue 136 (37%) 18 (5%) 102 (27%) 11 (3%) Asthenia 76 (20%) 17 (5%) 46 (12%) 9 (2%) Pyrexia 45 (12%) 4 (1%) 23 (6%) 1 (< 1%) Peripheral Edema 34 (9%) 2 (< 1%) 34 (9%) 2 (< 1%) Mucosal Inflammation 22 (6%) 1 (< 1%) 10 (3%) 1 (< 1%) Pain 20 (5%) 4 (1%) 18 (5%) 7 (2%) Infections and Infestations Urinary Tract Infection 29 (8%) 6 (2%) 12 (3%) 4 (1%) Investigations Weight Decreased 32 (9%) 0 28 (8%) 1 (< 1%) Metabolism and Nutrition Disorders Anorexia 59 (16%) 3 (< 1%) 39 (11%) 3 (< 1%) Dehydration 18 (5%) 8 (2%) 10 (3%) 3 (< 1%) Musculoskeletal and Connective Tissue Disorders Back Pain 60 (16%) 14 (4%) 45 (12%) 11 (3%) Arthralgia 39 (11%) 4 (1%) 31 (8%) 4 (1%) Muscle Spasms 27 (7%) 0 10 (3%) 0 Nervous System Disorders Peripheral Neuropathy 50 (13%) 3 (< 1%) 12 (3.2%) 3 (< 1%) Dysgeusia 41 (11%) 0 15 (4%) 0 Dizziness 30 (8%) 0 21 (6%) 2 (< 1%) Headache 28 (8%) 0 19 (5%) 0 Renal and Urinary Tract Disorders Hematuria 62 (17%) 7 (2%) 13 (4%) 1 (< 1%) Dysuria 25 (7%) 0 5 (1%) 0 Respiratory, Thoracic and Mediastinal Disorders Dyspnea 43 (12%) 4 (1%) 16 (4%) 2 (< 1%) Cough 40 (11%) 0 22 (6%) 0 Skin and Subcutaneous Tissue Disorders Alopecia 37 (10%) 0 18 (5%) 0 Vascular Disorders Hypotension 20 (5%) 2 (<1 %) 9 (2%) 1 (< 1%) Median Duration of Treatment 6 cycles 4 cycles Neutropenia and Associated Clinical Events:","fatal infectious adverse events, sepsis, septic shock, grade 4 neutropenia, febrile neutropenia, hematuria, increased AST, increased ALT, increased bilirubin, fatigue, asthenia, pyrexia, dizziness, urinary tract infection, dehydration"
JEVTANA,adverse reactions,6.2 Postmarketing Experience,"Gastritis, intestinal obstruction"
JEVTANA,boxed warnings,BOXED WARNING: WARNING: NEUTROPENIA AND HYPERSENSITIVITY,"If the input provided is ""nan,"" which typically indicates ""not applicable"" or ""not available,"" and there is no other text provided, I am unable to extract any adverse drug event terms because no actual drug label excerpt has been provided. Please provide the excerpt from the drug label for an accurate extraction of terms."
JEVTANA,boxed warnings,WARNING: NEUTROPENIA AND HYPERSENSITIVITY,"The input provided is ""nan"" which typically stands for ""not a number"" and does not contain any content to review for adverse drug event terms. Therefore, there are no adverse drug event terms to list. If this is an error and you meant to provide an excerpt of a drug label, please provide the correct text."
JEVTANA,boxed warnings,EXCERPT: WARNING: NEUTROPENIA AND HYPERSENSITIVITY,"Neutropenic deaths, neutropenia, Severe hypersensitivity, generalized rash/erythema, hypotension, bronchospasm"
JEVTANA,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"bone marrow suppression, neutropenia, febrile neutropenia, neutropenic infections, hypersensitivity reactions, nausea, vomiting, diarrhea, gastrointestinal hemorrhage, perforation, neutropenic enterocolitis, renal failure, hepatic impairment, fetal harm"
JEVTANA,warnings and precautions,5.1 Bone Marrow Suppression,"Bone marrow suppression, neutropenia, anemia, thrombocytopenia, pancytopenia, Neutropenic deaths, fatal infectious adverse events, sepsis, septic shock, febrile neutropenia, Grade 3-4 neutropenia"
JEVTANA,warnings and precautions,5.2 Hypersensitivity Reactions,"Hypersensitivity reactions, hypotension, bronchospasm, severe hypersensitivity reactions, generalized rash/erythema"
JEVTANA,warnings and precautions,5.3 Gastrointestinal Adverse Reactions,"Nausea, vomiting, severe diarrhea, death, electrolyte imbalance, severe diarrhea, electrolyte imbalance, Grade >= 3 diarrhea, Gastrointestinal (GI) hemorrhage, perforation, ileus, enterocolitis, neutropenic enterocolitis, fatal outcome, abdominal pain, tenderness, fever, persistent constipation, diarrhea, serious gastrointestinal toxicity."
JEVTANA,warnings and precautions,5.4 Renal Failure,"renal failure, fatal outcome, sepsis, dehydration, obstructive uropathy"
JEVTANA,warnings and precautions,5.5 Use in Elderly Patients,"neutropenia, febrile neutropenia"
JEVTANA,warnings and precautions,5.6 Use in Patients with Hepatic Impairment,"severe hepatic impairment, mild hepatic impairment, moderate hepatic impairment"
JEVTANA,warnings and precautions,5.7 Embryo-Fetal Toxicity,"fetal harm, embryotoxic, fetotoxic, abortifacient, potential hazard to the fetus"
ILARIS,adverse reactions,6 ADVERSE REACTIONS,"infections, upper respiratory tract infections, serious infections, Opportunistic infections, nasopharyngitis, diarrhea, influenza, headache, nausea, abdominal pain, injection site reactions"
ILARIS,adverse reactions,6.1 Clinical Trial Experience,"vertigo, infections, intra-abdominal abscess, nasopharyngitis, diarrhea, influenza, headache, nausea"
ILARIS,adverse reactions,"Table 1 Number (%) of Patients with AEs by Preferred Terms, in >10% of Patients in Parts 1 to 3 of the Phase 3 Trial for CAPS Patients Preferred Term ILARISN=35n (%) n % of Patients with Adverse Events 35 (100) Nasopharyngitis 12 (34) Diarrhea 7 (20) Influenza 6 (17) Rhinitis 6 (17) Nausea 5 (14) Headache 5 (14) Bronchitis 4 (11) Gastroenteritis 4 (11) Pharyngitis 4 (11) Weight increased 4 (11) Musculoskeletal pain 4 (11) Vertigo 4 (11) Vertigo","Vertigo, serious adverse event, Injection Site Reactions, mild tolerability reactions, moderate tolerability reaction, mild local tolerability reaction, infections, abdominal pain, pneumonia, varicella, gastroenteritis, measles, sepsis, otitis media, sinusitis, adenovirus, lymph node abscess, pharyngitis"
ILARIS,adverse reactions,"Table 2 Tabulated Summary of Adverse Drug Reactions from Pivotal SJIA Clinical Trials n= number of patients^ IR=Exposure adjusted incidence rate per 100 patient-days* No injection site reaction led to study discontinuation SJIA Study 2 SJIA Study 1 Part I Part II ILARISN=177n (%)(IR)^ ILARISN=50n (%)(IR) PlaceboN=50n (%)(IR) ILARISN=43n (%)(IR) PlaceboN=41n (%)(IR) Infections and infestations All Infections (e.g., nasopharyngitis, (viral) upper respiratory tract infection, pneumonia, rhinitis, pharyngitis, tonsillitis, sinusitis, urinary tract infection, gastroenteritis, viral infection) 97 (54.8%)(0.91) 27 (54%)(0.59) 19 (38%)(0.63) 13 (30.2%)(1.26) 5 (12.2%)(1.37) Gastrointestinal disorders Abdominal pain (upper) 25 (14.1%)(0.16) 8 (16%)(0.15) 6 (12%)(0.08) 3 (7%)(0.25) 1 (2.4%)(0.23) Skin and subcutaneous tissue disorders Injection site reaction* mild 19 (10.7%) 6 (12.0%) 2 (4.0%) 0 3 (7.3%) moderate 2 (1.1%) 1 (2.0%) 0 0 0 6.2 Hypersensitivity During clinical trials, no anaphylactic reactions have been reported. In CAPS trials one patient discontinued and in SJIA trials no patients discontinued due to hypersensitivity reactions. ILARIS should not be administered to any patients with known clinical hypersensitivity to ILARIS [see Contraindications (4) and Warnings and Precautions (5.3)] .","If the input is ""nan"" and there is no other text provided, it means that there is no information to extract adverse drug event terms from. Thus, I can't provide any terms."
ILARIS,adverse reactions,6.3 Immunogenicity,"antibodies directed against canakinumab, adverse events"
ILARIS,adverse reactions,6.4 Laboratory Findings,"decreased white blood cells, neutrophils, platelets, decreased white blood cell counts, Transient decreases in absolute neutrophil count, ANC less than 0.5x10^9/L, transient decreases in platelet counts, Elevations of transaminases, high ALT, high AST, elevations of serum bilirubin"
ILARIS,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"immune response to infections, serious infections, recurring infections, serious infection"
ILARIS,warnings and precautions,5.1 Serious Infections,"serious infections, infections, recurring infections, upper respiratory tract infections, aspergillosis, atypical mycobacterial infections, cytomegalovirus, herpes zoster, serious infections, new tuberculosis, reactivation of latent tuberculosis"
ILARIS,warnings and precautions,5.2 Immunosuppression,"malignancies, immunosuppressants, increase in the risk of malignancies"
ILARIS,warnings and precautions,5.3 Hypersensitivity,"Hypersensitivity reactions, anaphylactic reactions"
ILARIS,warnings and precautions,5.4 Immunizations,"live vaccines should not be given concurrently, risks of secondary transmission of infection, ILARIS may interfere with normal immune response, vaccinations may not be effective, IL-1 blockade may interfere with immune response to infections"
ILARIS,warnings and precautions,5.5 Macrophage Activation Syndrome,"life-threatening disorder, infection, worsening of SJIA"
